;Especie;Registros;GBIF;CBC;Reino;Filo;Clase;Orden;Familia;Género
4624;Piper diguaense;11;https://www.gbif.org/species/4187026;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4625;Piper discriminatum;15;https://www.gbif.org/species/4186517;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4626;Piper distichum;26;https://www.gbif.org/species/4186345;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4627;Piper divortans;35;https://www.gbif.org/species/4186249;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4628;Piper dolichostylum;19;https://www.gbif.org/species/4186156;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4629;Piper echinovarium;5;https://www.gbif.org/species/4185551;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4630;Piper ellsworthii;11;https://www.gbif.org/species/7995673;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4631;Piper enckeaespicum;16;https://www.gbif.org/species/4184803;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4632;Piper ewanii;6;https://www.gbif.org/species/4184057;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4633;Piper falanense;25;https://www.gbif.org/species/4183625;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4634;Piper fastiditum;53;https://www.gbif.org/species/7306070;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4635;Piper fresnoense;14;https://www.gbif.org/species/4190410;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4636;Piper grantii;6;https://www.gbif.org/species/4188261;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4637;Piper griseolimbum;20;https://www.gbif.org/species/4188078;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4638;Piper guapense;15;https://www.gbif.org/species/4187894;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4639;Piper gutierrezii;19;https://www.gbif.org/species/4187666;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4640;Piper haughtii;88;https://www.gbif.org/species/4187302;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4641;Piper hermosanum;2;https://www.gbif.org/species/4186963;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4642;Piper hodgei;9;https://www.gbif.org/species/4186108;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4643;Piper hondonadense;9;https://www.gbif.org/species/7305167;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4644;Piper huilanum;5;https://www.gbif.org/species/4185674;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4645;Piper insignilaminum;19;https://www.gbif.org/species/4184582;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4646;Piper jaboncillanum;12;https://www.gbif.org/species/4184136;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4647;Piper javariense;7;https://www.gbif.org/species/4183793;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4648;Piper jericoense;102;https://www.gbif.org/species/4183735;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4649;Piper josephii;2;https://www.gbif.org/species/7661566;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4650;Piper lawrancei;19;https://www.gbif.org/species/4189939;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4651;Piper lineativillosum;47;https://www.gbif.org/species/4189089;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4652;Piper littlei;2;https://www.gbif.org/species/4188857;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4653;Piper longiauriculatum;1;https://www.gbif.org/species/4188584;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4654;Piper losoense;33;https://www.gbif.org/species/4188121;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4655;Piper marequitense;99;https://www.gbif.org/species/4186688;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4656;Piper medinaense;25;https://www.gbif.org/species/4185817;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4657;Piper milciadesii;19;https://www.gbif.org/species/4185025;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4658;Piper millepunctulatum;6;https://www.gbif.org/species/4184983;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4659;Piper morelianum;18;https://www.gbif.org/species/4183990;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4660;Piper multiforme;21;https://www.gbif.org/species/4183723;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4661;Piper narinoense;8;https://www.gbif.org/species/4191054;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4662;Piper obrutum;14;https://www.gbif.org/species/4189096;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4663;Piper pamploanum;12;https://www.gbif.org/species/4187270;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4664;Piper peculiare;10;https://www.gbif.org/species/4186040;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4665;Piper penyasense;5;https://www.gbif.org/species/4185529;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4666;Piper perbrevispicum;9;https://www.gbif.org/species/4185369;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4667;Piper perpusillum;22;https://www.gbif.org/species/4184726;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4668;Piper pertomentellum;23;https://www.gbif.org/species/4184543;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4669;Piper pervulsum;24;https://www.gbif.org/species/7304877;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4670;Piper piedecuestanum;26;https://www.gbif.org/species/4183835;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4671;Piper pilibracteum;22;https://www.gbif.org/species/4183728;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4672;Piper pinaresanum;17;https://www.gbif.org/species/4191500;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4673;Piper piojoanum;41;https://www.gbif.org/species/4191381;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4674;Piper pitalitoense;31;https://www.gbif.org/species/4191287;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4675;Piper planitiei;5;https://www.gbif.org/species/4191147;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4676;Piper popayanense;40;https://www.gbif.org/species/4190486;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4677;Piper potamophilum;12;https://www.gbif.org/species/4190240;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4678;Piper praesagium;40;https://www.gbif.org/species/4190042;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4679;Piper protracticuspidatum;41;https://www.gbif.org/species/4189783;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4680;Piper provulgatum;9;https://www.gbif.org/species/4189736;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4681;Piper pseudopopayanense;18;https://www.gbif.org/species/4188898;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4682;Piper psilostachyum;3;https://www.gbif.org/species/4188606;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4683;Piper pulchrum;58;https://www.gbif.org/species/7305524;https://catalogo.biodiversidad.co/file/5fedec315e0aed6a101924be/summary;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4684;Piper purdiei;9;https://www.gbif.org/species/4187789;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4685;Piper purulentum;16;https://www.gbif.org/species/4187722;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4686;Piper pustulatum;1;https://www.gbif.org/species/4187656;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4687;Piper raizudoanum;50;https://www.gbif.org/species/4187237;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4688;Piper ramosense;13;https://www.gbif.org/species/4187211;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4689;Piper riocajambrense;9;https://www.gbif.org/species/4186086;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4690;Piper riocauchosanum;12;https://www.gbif.org/species/4186072;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4691;Piper riochiadoense;13;https://www.gbif.org/species/4186045;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4692;Piper riomarguanum;8;https://www.gbif.org/species/4185987;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4693;Piper rionechianum;8;https://www.gbif.org/species/4185970;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4694;Piper roblalense;12;https://www.gbif.org/species/4185764;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4695;Piper robleanum;15;https://www.gbif.org/species/4185746;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4696;Piper rude;6;https://www.gbif.org/species/4185107;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4697;Piper rusticum;7;https://www.gbif.org/species/4184666;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4698;Piper sabaletasanum;5;https://www.gbif.org/species/4184642;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4699;Piper sacchamatesense;12;https://www.gbif.org/species/4184572;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4700;Piper salentoi;31;https://www.gbif.org/species/7304887;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4701;Piper salgaranum;7;https://www.gbif.org/species/4184358;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4702;Piper sararense;9;https://www.gbif.org/species/4191234;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4703;Piper savanense;19;https://www.gbif.org/species/4191081;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4704;Piper scabridulilimbum;7;https://www.gbif.org/species/4190937;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4705;Piper scobinifolium;36;https://www.gbif.org/species/4190336;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4706;Piper seminervosum;1;https://www.gbif.org/species/4189855;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4707;Piper semitarium;5;https://www.gbif.org/species/4189796;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4708;Piper silvaense;8;https://www.gbif.org/species/4189151;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4709;Piper sociorum;11;https://www.gbif.org/species/4188582;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4710;Piper sphaeroides;62;https://www.gbif.org/species/4188264;https://catalogo.biodiversidad.co/file/5fede9b44aabc0d20f6efae2/summary;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4711;Piper statarium;5;https://www.gbif.org/species/4188000;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4712;Piper striaticaule;1;https://www.gbif.org/species/4187564;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4713;Piper subasperifolium;2;https://www.gbif.org/species/4187187;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4714;Piper subconcinnum;20;https://www.gbif.org/species/4186985;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4715;Piper subcrenulatum;22;https://www.gbif.org/species/4186925;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4716;Piper subflavum;156;https://www.gbif.org/species/7305303;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4717;Piper subfrutescens;5;https://www.gbif.org/species/4186677;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4718;Piper subtomentosum;12;https://www.gbif.org/species/4185740;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4719;Piper sucreense;8;https://www.gbif.org/species/4185616;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4720;Piper suratanum;17;https://www.gbif.org/species/4185385;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4721;Piper tequendanense;14;https://www.gbif.org/species/4184095;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4722;Piper timbiquinum;6;https://www.gbif.org/species/4183655;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4723;Piper tomas-albertoi;28;https://www.gbif.org/species/4191484;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4724;Piper tumidinodum;2;https://www.gbif.org/species/4190075;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4725;Piper umbriculum;12;https://www.gbif.org/species/4189531;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4726;Piper umbrosum;3;https://www.gbif.org/species/4189454;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4727;Piper unillanum;12;https://www.gbif.org/species/4189262;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4728;Piper valdivianum;11;https://www.gbif.org/species/4189056;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4729;Piper villalobosense;8;https://www.gbif.org/species/4188085;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4730;Piper villarrealii;11;https://www.gbif.org/species/4188070;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4731;Piper virgatum;9;https://www.gbif.org/species/4187808;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4732;Piper virgenense;13;https://www.gbif.org/species/4187792;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4733;Piper viscaianum;57;https://www.gbif.org/species/4187586;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4734;Piper yanaconasense;27;https://www.gbif.org/species/7305329;NA;Plantae;Tracheophyta;Magnoliopsida;Piperales;Piperaceae;Piper
4735;Piptadenia uliginosa;11;https://www.gbif.org/species/2951789;NA;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Piptadenia
4736;Piptocarpha atratoensis;25;https://www.gbif.org/species/5406557;NA;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Piptocarpha
4737;Piptocarpha boyacensis;8;https://www.gbif.org/species/5406647;NA;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Piptocarpha
4738;Piptocarpha jonesiana;10;https://www.gbif.org/species/5406578;NA;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Piptocarpha
4739;Pitcairnia adscendens;4;https://www.gbif.org/species/5288571;https://catalogo.biodiversidad.co/file/61c756f4be9e6ebb02ed075d/summary;Plantae;Tracheophyta;Liliopsida;Poales;Bromeliaceae;Pitcairnia
4740;Pitcairnia altoatratoensis;3;https://www.gbif.org/species/5288090;https://catalogo.biodiversidad.co/file/61c757e1b808342b03125429/summary;Plantae;Tracheophyta;Liliopsida;Poales;Bromeliaceae;Pitcairnia
4741;Pitcairnia andreana;4;https://www.gbif.org/species/5288437;https://catalogo.biodiversidad.co/file/61c75a57ba56cc1604535502/summary;Plantae;Tracheophyta;Liliopsida;Poales;Bromeliaceae;Pitcairnia
4742;Pitcairnia archeri;39;https://www.gbif.org/species/5288269;https://catalogo.biodiversidad.co/file/61c75b5c17c6338604e058b9/summary;Plantae;Tracheophyta;Liliopsida;Poales;Bromeliaceae;Pitcairnia
4743;Pitcairnia arenicola;4;https://www.gbif.org/species/5288185;https://catalogo.biodiversidad.co/file/61c75ce323375c4a0538490c/summary;Plantae;Tracheophyta;Liliopsida;Poales;Bromeliaceae;Pitcairnia
4744;Pitcairnia arida;15;https://www.gbif.org/species/5288150;https://catalogo.biodiversidad.co/file/61c7631829e628f205d644ea/summary;Plantae;Tracheophyta;Liliopsida;Poales;Bromeliaceae;Pitcairnia
4745;Pitcairnia barrigae;7;https://www.gbif.org/species/5288285;https://catalogo.biodiversidad.co/file/61c764296a131cad068f1266/summary;Plantae;Tracheophyta;Liliopsida;Poales;Bromeliaceae;Pitcairnia
4746;Pitcairnia basincurva;14;https://www.gbif.org/species/5288260;https://catalogo.biodiversidad.co/file/61c76534b0da5e1d07108886/summary;Plantae;Tracheophyta;Liliopsida;Poales;Bromeliaceae;Pitcairnia
4747;Pitcairnia betancurii;3;https://www.gbif.org/species/5288079;https://catalogo.biodiversidad.co/file/61c7663cd3dcf2710720a292/summary;Plantae;Tracheophyta;Liliopsida;Poales;Bromeliaceae;Pitcairnia
4748;Pitcairnia bicolor;54;https://www.gbif.org/species/5288612;https://catalogo.biodiversidad.co/file/61c7675e2d636d190805d8c2/summary;Plantae;Tracheophyta;Liliopsida;Poales;Bromeliaceae;Pitcairnia
4749;Pitcairnia calophylla;3;https://www.gbif.org/species/5288226;https://catalogo.biodiversidad.co/file/61c76851656e70b508eadc74/summary;Plantae;Tracheophyta;Liliopsida;Poales;Bromeliaceae;Pitcairnia
4750;Pitcairnia capitata;6;https://www.gbif.org/species/5288596;https://catalogo.biodiversidad.co/file/56e8312f83c45700544e436f/summary;Plantae;Tracheophyta;Liliopsida;Poales;Bromeliaceae;Pitcairnia
4751;Pitcairnia chocoensis;6;https://www.gbif.org/species/5288082;https://catalogo.biodiversidad.co/file/61c76af675a704b109396cdb/summary;Plantae;Tracheophyta;Liliopsida;Poales;Bromeliaceae;Pitcairnia
4752;Pitcairnia delicata;1;https://www.gbif.org/species/5288089;https://catalogo.biodiversidad.co/file/61c76bf1555552050a949cf8/summary;Plantae;Tracheophyta;Liliopsida;Poales;Bromeliaceae;Pitcairnia
4753;Pitcairnia explosiva;4263;https://www.gbif.org/species/5288366;https://catalogo.biodiversidad.co/file/566f640ef289f5a40c0cd282/summary;Plantae;Tracheophyta;Liliopsida;Poales;Bromeliaceae;Pitcairnia
4754;Pitcairnia exserta;17;https://www.gbif.org/species/5288306;https://catalogo.biodiversidad.co/file/61c76e6521f420080bd3dc02/summary;Plantae;Tracheophyta;Liliopsida;Poales;Bromeliaceae;Pitcairnia
4755;Pitcairnia farinosa;4;https://www.gbif.org/species/5288284;https://catalogo.biodiversidad.co/file/61c76f8ef7700c780b839bb0/summary;Plantae;Tracheophyta;Liliopsida;Poales;Bromeliaceae;Pitcairnia
4756;Pitcairnia fluvialis;10;https://www.gbif.org/species/5288067;https://catalogo.biodiversidad.co/file/61c7705d5d23f1e80b5ea2c2/summary;Plantae;Tracheophyta;Liliopsida;Poales;Bromeliaceae;Pitcairnia
4757;Pitcairnia foreroi;6;https://www.gbif.org/species/5288581;https://catalogo.biodiversidad.co/file/61c7719f1af5b2760cc90285/summary;Plantae;Tracheophyta;Liliopsida;Poales;Bromeliaceae;Pitcairnia
4758;Pitcairnia formosa;3;https://www.gbif.org/species/5288564;https://catalogo.biodiversidad.co/file/61c7768fc604b9020d74f4a9/summary;Plantae;Tracheophyta;Liliopsida;Poales;Bromeliaceae;Pitcairnia
4759;Pitcairnia fosteriana;9;https://www.gbif.org/species/5288478;https://catalogo.biodiversidad.co/file/56e8312f83c45700544e4372/summary;Plantae;Tracheophyta;Liliopsida;Poales;Bromeliaceae;Pitcairnia
4760;Pitcairnia fruticosa;29;https://www.gbif.org/species/5288421;https://catalogo.biodiversidad.co/file/61c778a457fe13360e2626fc/summary;Plantae;Tracheophyta;Liliopsida;Poales;Bromeliaceae;Pitcairnia
4761;Pitcairnia gemmipara;3;https://www.gbif.org/species/5288187;https://catalogo.biodiversidad.co/file/61c779b56f8d6cc20e6da13c/summary;Plantae;Tracheophyta;Liliopsida;Poales;Bromeliaceae;Pitcairnia
